관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
11140-00004,무학봉공원,근린공원,서울특별시 중구 난계로6길 8,서울특별시 중구 신당5동 산12-63,37.56223381,127.0245747,12584,,조합놀이대,"화장실, 주차장",,,1977-07-09,서울특별시 중구청,02-3396-5852,2021-10-22,3010000,서울특별시 중구
11140-00005,묵정공원,어린이공원,서울특별시 중구 마른내로12길 19,서울특별시 중구 충무로5가 21,37.56355885,127.0006655,3907,,조합놀이대,"화장실,주차장",,,1940-03-12,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00006,쌍림공원,어린이공원,서울특별시 중구 퇴계로 303-9,서울특별시 중구 광희동 242,37.56446028,127.005037,1500,,조합놀이대,,,,1959-03-12,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00007,황학공원,어린이공원,서울특별시 중구 다산로48길 33,서울특별시 중구 황학동 755,37.5674949,127.0180129,1087,,조합놀이대,"화장실,주차장",,,1940-03-12,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00008,배재공원,어린이공원,서울특별시 중구 정동 34-31,서울특별시 중구 정동 34-31,37.56440726,126.9726897,2877,,,화장실,무대,,1986-05-20,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00009,청구공원,어린이공원,서울특별시 중구 청구동 842-1,서울특별시 중구 청구동 842-1,37.555579,,1656,게이트볼장,조합놀이대,화장실,,,1985-11-22,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00010,충현공원,어린이공원,서울특별시 중구 다산동 432-540,서울특별시 중구 다산동 432-540,37.552205,127.004876,1571,,조합놀이대,,,,1999-07-20,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00011,다산공원,어린이공원,서울특별시 중구 신당5동 123-1,서울특별시 중구 신당5동 123-1,37.564103,127.018843,3679,,조합놀이대,화장실,무대,,1963-04-26,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00012,늘푸른공원,어린이공원,서울특별시 중구 다산동 432-917,서울특별시 중구 다산동 432-917,37.551074,,423,,조합놀이대,,,,2006-05-18,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00013,저동공원,어린이공원,서울특별시 중구 저동1가 1-14,서울특별시 중구 저동1가 1-14,37.564736,126.9878944,1050,,,,,,1963-04-26,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00014,꿈누리공원,어린이공원,서울특별시 중구 신당동 851-9,서울특별시 중구 신당동 851-9,37.5606932,127.0203973,2569,,조합놀이대,,,,2007-03-22,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00015,동화공원,어린이공원,서울특별시 중구 신당동 852-4,서울특별시 중구 신당동 852-4,37.560464,127.0181196,3071,,조합놀이대,,,,2007-06-28,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00016,순화공원,어린이공원,서울특별시 중구 순화동 3-12,서울특별시 중구 순화동 3-12,37.563458,126.971326,1439,,조합놀이대,,,,2003-10-07,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00017,저동1공원,소공원,서울특별시 중구 을지로2가 203-1,서울특별시 중구 을지로2가 203-1,37.565975,126.989627,210,,,,,,2007-06-28,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00018,저동2공원,소공원,서울특별시 중구 을지로2가 203-4,서울특별시 중구 을지로2가 203-4,37.56525562,126.9888396,200,,,,,,2007-06-28,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00019,쌍림동공원,소공원,서울특별시 중구 쌍림동 292-2,서울특별시 중구 쌍림동 292-2,37.56350445,127.0030963,169,,,,,,2007-11-29,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00020,무교1공원,소공원,서울특별시 중구 무교동 97-2,서울특별시 중구 무교동 97-2,37.56833476,126.979038,570,,,,,,2001-03-31,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
11140-00021,무교2공원,소공원,서울특별시 중구 태평로1가 2-2,서울특별시 중구 태평로1가 2-2,37.56883648,126.9776038,1245,,,,,,1973-09-06,서울특별시 중구청,02-3396-5854,2021-10-22,3010000,서울특별시 중구
42210-00013,어린이공원7,어린이공원,,강원도 속초시 교동 961-2,38.1965516,128.5741019,1665,,미끄럼틀+시소+그네,파고라+벤치,,,1990-06-27,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00014,어린이공원8,어린이공원,강원도 속초시 먹거리7길 1 (교동),강원도 속초시 교동 972,38.1941002,128.5742229,2838,,,파고라+벤치,,,1990-06-27,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00015,어린이공원9,어린이공원,,강원도 속초시 노학동 628,38.1914237,128.5540554,1500,,,,,,1993-04-28,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00016,어린이공원10,어린이공원,,강원도 속초시 조양동 1564,38.18783047,128.5709154,1638,,조합놀이대+시소+흔들말,파고라+벤치,,,1993-04-28,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00017,어린이공원11,어린이공원,,강원도 속초시 조양동 578-1,38.18920088,128.5747148,1521,,,,,,1993-04-28,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00018,어린이공원12,어린이공원,,강원도 속초시 조양동 1499-1,38.1902545,128.5792271,1588,,미끄럼틀+시소+그네,파고라+벤치,,,1990-10-12,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00019,어린이공원13,어린이공원,강원도 속초시 조양로 166 (조양동),강원도 속초시 조양동 1501-1,38.18818477,128.5821813,1590,,미끄럼틀+시소+그네,파고라+벤치,,,1990-10-12,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00020,어린이공원14,어린이공원,강원도 속초시 선사로1길 40-3 (조양동),강원도 속초시 조양동 1511-1,38.1879238,128.5879322,1699,,미끄럼틀+시소+그네,파고라+벤치,,,1990-10-12,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00021,어린이공원15,어린이공원,강원도 속초시 선사로3길 5 (조양동),강원도 속초시 조양동 1536,38.188469,128.5931176,2094,,조합놀이대,파고라+벤치,,,1990-10-12,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00022,어린이공원16,어린이공원,,강원도 속초시 조양동 산27-7,38.1874823,128.5972332,1620,,,,,,1987-02-17,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00023,어린이공원17,어린이공원,,강원도 속초시 조양동 1209,38.1849665,128.5922104,1509,,,,,,1993-04-28,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00024,어린이공원18,어린이공원,,강원도 속초시 조양동 1310-5,38.1859401,128.5972083,1730,,,,,,1996-07-29,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00025,어린이공원19,어린이공원,강원도 속초시 대포해맞이2길 16 (대포동),강원도 속초시 대포동 238-24,38.1660194,128.6062047,1575,,,,,,1993-04-28,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00026,어린이공원20,어린이공원,,강원도 속초시 도문동 1628-16,38.16140396,128.6002188,1724,,,,,,1993-04-28,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00027,어린이공원21,어린이공원,,강원도 속초시 청호동 1141-1,38.1989564,128.5953975,1670,,,,,,1995-10-06,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00028,어린이공원22,어린이공원,,강원도 속초시 교동 902,38.20643963,128.5793192,1500,농구장,조합놀이대+그네+흔들놀이기구,벤치,,,2006-06-16,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00029,어린이공원23,어린이공원,,강원도 속초시 교동 798-26,38.2024269,128.5704341,1507,,조합놀이대+그네+흔들놀이기구,파고라+벤치,,,2006-06-16,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00030,어린이공원24,어린이공원,,강원도 속초시 교동 800-34,38.2009339,128.5710866,1512,,조합놀이대+그네,벤치,,,2006-06-16,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00031,어린이공원25,어린이공원,강원도 속초시 중앙시장로5길 15-19 (중앙동),강원도 속초시 중앙동 493-123,38.20631911,128.5897159,1526,,,,,,2012-11-26,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00032,논산공원,근린공원,,강원도 속초시 조양동 산278,38.1863533,128.5853385,66203,,,,,,1968-05-27,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00033,용초공원,근린공원,,강원도 속초시 청호동 1340,38.1980164,128.6135784,26000,,,,,,1964-07-21,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00034,영금공원,근린공원,강원도 속초시 영금정로5길 10 (동명동),강원도 속초시 동명동 8,38.2132196,128.5995724,38724,,,,,,1964-07-21,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00035,영랑공원,근린공원,,강원도 속초시 금호동 산278,38.2096457,128.5698878,182738,,,,,,1964-07-21,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00036,만리공원,근린공원,강원도 속초시 만리공원길 48-13 (교동),강원도 속초시 교동 산236-3,38.20404078,128.5697157,104010,,,,,,1964-07-21,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00038,중앙공원,근린공원,강원도 속초시 영랑호반길 69-1 (동명동),강원도 속초시 동명동 산60-1,38.21431471,128.5846041,94540,,,,,,1976-03-27,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00039,탑공원,근린공원,,강원도 속초시 동명동 375,38.2102104,128.5935765,2459,벤치,,,,,1976-03-27,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
42210-00040,조양공원,근린공원,,강원도 속초시 조양동 1529,38.1881167,128.5904444,23115,,,,,,1990-10-12,강원도 속초시청,033-639-2422,2022-07-06,4230000,강원도 속초시
41450-00025,풍산지구근린2호,근린공원,경기도 하남시 덕풍서로 21,경기도 하남시 덕풍동 776,37.5505286,127.201221,16167,엑스게임장,,화장실,야외무대,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00026,풍산지구근린3호,근린공원,경기도 하남시 덕풍북로 180,경기도 하남시 덕풍동 739,37.5533776,127.208436,101301,배드민턴장+농구장,물놀이장,화장실,야외무대,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00027,풍산지구근린4호,근린공원,경기도 하남시 덕풍남로 11,경기도 하남시 덕풍동 824,37.54678342,127.209885,17607,,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00028,덕풍근린공원,근린공원,경기도 하남시 덕풍공원로 110,경기도 하남시 덕풍동 435-219,37.53514428,127.1984476,99250,배드민턴장+게이트볼장,조합놀이대+시소+흔들놀이,화장실,,,2013-03-27,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00029,꿈마루공원(미사1),어린이공원,,경기도 하남시 망월동 867,37.57534218,127.191302,1944,,조합놀이대+그네+시소+흔들놀이,,,,2009-09-28,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00030,방탱이공원(미사2),어린이공원,,경기도 하남시 덕풍동 855,37.55832214,127.2024382,1518,,조합놀이대+그네+시소+흔들놀이,,,,2009-09-28,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00031,실바람공원(미사3),어린이공원,,경기도 하남시 덕풍동 882,37.55712458,127.203937,2713,,조합놀이대+그네+흔들놀이,,,,2009-09-28,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00032,누리봄어린이공원(226),어린이공원,,경기도 하남시 풍산동 632,37.54333618,127.1940328,1752,,,,,,2015-11-16,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00033,늘봄어린이공원(227),어린이공원,,경기도 하남시 풍산동 636,37.54333618,127.1940328,1853,,,,,,2015-11-16,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00034,미사한강공원1호(10),근린공원,,"경기도 하남시 선동413, 413-1",37.57655745,127.1788434,59121,,,,,,2009-09-28,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00035,미사한강공원2호(11),근린공원,,경기도 하남시 선동 417,37.57676685,127.1807342,79419,,조합놀이대+그네+시소+흔들놀이,,,,2009-09-28,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00036,미사한강공원5호(12),근린공원,,경기도 하남시 망월동 832,37.57866668,127.1915726,91870,,,,,,2009-09-28,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00037,미사숲공원(16),근린공원,,"경기도 하남시 풍산동 535, 536, 537",37.55437011,127.1896783,160158,,조합놀이대+그네+시소+흔들놀이,,,,2009-09-28,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00038,미사누리공원1호(13),근린공원,,경기도 하남시 망월동 838,37.57451938,127.1876226,33923,,,,,,2012-04-16,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00039,미사누리공원2호(14),근린공원,,경기도 하남시 망월동 955,37.56811428,127.1863913,53870,,,,,,2012-04-16,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00041,위례지구 근린6호,근린공원,,경기도 하남시 학암동 670,37.47611133,127.1499838,10052,,,,,,2010-11-03,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00042,위례지구 근린9호,근린공원,,경기도 하남시 학암동 674,37.47198165,127.161839,50778,,,,,,2010-11-03,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00046,세미근린공원(700),근린공원,,경기도 하남시 풍산동 393 - 20 일원,37.54559912,127.1950102,10705,,,,,,2015-11-16,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
41450-00047,국제자매도시공원(205),근린공원,,경기도 하남시 신장동 608,37.54448924,127.2213179,10051,,,,,,2012-11-30,경기도 하남시청,031-790-6415,2022-07-04,4040000,경기도 하남시
27260-00072,범어공원,근린공원,,대구광역시 수성구 황금동 산1,35.85057186,128.6339465,756396,,,,,,1965-02-02,대구광역시 수성구청,053-666-2865,2022-07-05,3460000,대구광역시 수성구
27260-00073,야시골공원,근린공원,,대구광역시 수성구 범어동 산250,35.86548277,128.6315814,200113,,,,,,1969-10-04,대구광역시 수성구청,053-666-2865,2022-07-05,3460000,대구광역시 수성구
27260-00074,화랑공원,근린공원,대구광역시 수성구 만촌로 151,대구광역시 수성구 만촌동 1417,35.87213596,128.6390576,45120,,,,,,1969-10-04,대구광역시 수성구청,053-666-2865,2022-07-05,3460000,대구광역시 수성구
27260-00075,수성공원,근린공원,,대구광역시 수성구 수성동4가 1090-15,35.86064443,128.6148718,4960,,조합놀이대,,,,1998-08-22,대구광역시 수성구청,053-666-2865,2022-07-05,3460000,대구광역시 수성구
27260-00076,지산공원,근린공원,대구광역시 수성구 용학로 267,대구광역시 수성구 지산동 1274,35.82093041,128.6376168,11572,,조합놀이대,,,,1989-08-17,대구광역시 수성구청,053-666-2865,2022-07-05,3460000,대구광역시 수성구
